DEVISION_CODE;Date;CodeClient;NANClienS;Categorie;AdrIssI;CodePostal;Ville;Pays;CodeLangue;Telephone;Email;NumeroFacture;DateFacture;DateEcheance;Ecriture;Devise;Montant
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466284;26/08/14;25/10/14;366274;EUR;2244,81
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466286;26/08/14;25/10/14;366276;EUR;33241,51
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466288;26/08/14;25/10/14;366277;EUR;12596,84
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466288;26/08/14;25/10/14;366278;EUR;8542,88
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466289;26/08/14;25/10/14;366279;EUR;24167,34
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466682;27/08/14;26/10/14;366571;EUR;3254,39
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466920;28/08/14;27/10/14;366910;EUR;1559,45
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466922;28/08/14;27/10/14;366911;EUR;6191,23
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466922;28/08/14;27/10/14;366912;EUR;4121,65
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA466924;28/08/14;27/10/14;366914;EUR;1309,75
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468692;2/09/14;1/11/14;367691;EUR;1996,5
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468944;3/09/14;2/11/14;367933;EUR;6164,28
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468944;3/09/14;2/11/14;367934;EUR;8816,84
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468946;3/09/14;2/11/14;367935;EUR;19589,16
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468946;3/09/14;2/11/14;367936;EUR;6944,02
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468948;3/09/14;2/11/14;367937;EUR;17769,25
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468948;3/09/14;2/11/14;367938;EUR;4533,2
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468202;4/09/14;3/11/14;368201;EUR;248,54
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468680;8/09/14;7/11/14;368580;EUR;768,45
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468682;8/09/14;7/11/14;368581;EUR;19,93
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468686;8/09/14;7/11/14;368585;EUR;6754,24
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468686;8/09/14;7/11/14;368586;EUR;1948,44
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468822;10/09/14;9/11/14;368812;EUR;5330,31
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468824;10/09/14;9/11/14;368814;EUR;56,42
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468826;10/09/14;9/11/14;368815;EUR;114,47
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA468828;10/09/14;9/11/14;368827;EUR;114,47
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA469262;11/09/14;10/11/14;369151;EUR;2100,84
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480226;16/09/14;15/11/14;370116;EUR;5,95
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480228;16/09/14;15/11/14;370117;EUR;6122,31
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480228;16/09/14;15/11/14;370118;EUR;4984,46
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480228;16/09/14;15/11/14;370128;EUR;2830,62
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480468;17/09/14;16/11/14;370457;EUR;20778,92
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480484;17/09/14;16/11/14;370484;EUR;114,47
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480496;17/09/14;16/11/14;370495;EUR;58,05
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480608;17/09/14;16/11/14;370507;EUR;58,05
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446644;17/09/14;17/09/14;445633;EUR;-27,47
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480882;18/09/14;17/11/14;370771;EUR;613,29
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480882;18/09/14;17/11/14;370772;EUR;6477,42
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA480884;18/09/14;17/11/14;370773;EUR;548,53
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446684;18/09/14;18/09/14;445683;EUR;-1735,04
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446684;18/09/14;17/11/14;445684;EUR;-2472,17
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446686;18/09/14;18/09/14;445685;EUR;-132,77
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446686;18/09/14;18/09/14;445686;EUR;-1078,07
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446688;18/09/14;18/09/14;445687;EUR;-212,99
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446688;18/09/14;17/11/14;445688;EUR;-422,39
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482246;19/09/14;18/11/14;371245;EUR;13984,3
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482246;19/09/14;18/11/14;371246;EUR;13896,61
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482248;19/09/14;18/11/14;371247;EUR;30584,74
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482248;19/09/14;18/11/14;371248;EUR;8780,37
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482484;22/09/14;21/11/14;371384;EUR;8967,37
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482840;23/09/14;22/11/14;371740;EUR;1940,33
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482842;23/09/14;22/11/14;371742;EUR;26473,87
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482844;23/09/14;22/11/14;371743;EUR;10836,4
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482844;23/09/14;22/11/14;371744;EUR;4291,93
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482846;23/09/14;22/11/14;371745;EUR;9935,33
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446822;23/09/14;23/09/14;445821;EUR;-129,73
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482442;25/09/14;24/11/14;372441;EUR;800,27
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482442;25/09/14;24/11/14;372442;EUR;666,3
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482444;25/09/14;24/11/14;372443;EUR;2772,59
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482444;25/09/14;24/11/14;372444;EUR;832,11
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482446;25/09/14;24/11/14;372445;EUR;2823,05
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446882;25/09/14;25/09/14;445881;EUR;-2005,09
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482928;26/09/14;25/11/14;372928;EUR;1638,34
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA482940;26/09/14;25/11/14;372930;EUR;22028,07
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484462;29/09/14;28/11/14;373351;EUR;2362,94
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484480;29/09/14;28/11/14;373370;EUR;17564,02
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484482;29/09/14;28/11/14;373371;EUR;5893,37
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484692;30/09/14;29/11/14;373592;EUR;1229,05
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484694;30/09/14;29/11/14;373593;EUR;1816,02
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA484922;1/10/14;30/11/14;373911;EUR;12,37
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446240;6/10/14;6/10/14;446130;EUR;-371,52
DEV1;7/10/14 13:30;2977;GRAUKE NULSIKHERNE;GROUP1;RAETI DI JIMMIK 900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;TA446242;6/10/14;6/10/14;446131;EUR;-248,54
DEV1;7/10/14 13:30;2227;EKAS E. LENAAS;GROUP1;BRESSIJSISTIIMWIK 25;9280*2;LEBBEKE;BE;NED;0032/52410446; ;PAYM DIFF;7/01/14;7/01/14;S00014005;EUR;-0,26
DEV1;7/10/14 13:30;2227;EKAS E. LENAAS;GROUP1;BRESSIJSISTIIMWIK 25;9280*2;LEBBEKE;BE;NED;0032/52410446; ;TA466049;19/05/14;18/06/14;356039;EUR;22,25
DEV1;7/10/14 13:30;2227;EKAS E. LENAAS;GROUP1;BRESSIJSISTIIMWIK 25;9280*2;LEBBEKE;BE;NED;0032/52410446; ;TA466040;19/05/14;18/06/14;356040;EUR;85,93
DEV1;7/10/14 13:30;2227;EKAS E. LENAAS;GROUP1;BRESSIJSISTIIMWIK 25;9280*2;LEBBEKE;BE;NED;0032/52410446; ;TA466228;21/08/14;20/09/14;365218;EUR;222,03
DEV1;7/10/14 13:30;2229;CLINIQUE UNIV. UCL NANS- GADINNE;GROUP3;AVIMEI K. THIRASSI 1;5530*9;YVOIR;BE;FRA;0032/81423313; ;TA462946;23/07/14;21/10/14;362946;EUR;93,11
DEV1;7/10/14 13:30;2229;CLINIQUE UNIV. UCL NANS- GADINNE;GROUP3;AVIMEI K. THIRASSI 1;5530*9;YVOIR;BE;FRA;0032/81423313; ;TA468688;8/09/14;7/12/14;368587;EUR;17,2
DEV1;7/10/14 13:30;2229;CLINIQUE UNIV. UCL NANS- GADINNE;GROUP3;AVIMEI K. THIRASSI 1;5530*9;YVOIR;BE;FRA;0032/81423313; ;TA468840;10/09/14;9/12/14;368830;EUR;19,97
DEV1;7/10/14 13:30;2229;CLINIQUE UNIV. UCL NANS- GADINNE;GROUP3;AVIMEI K. THIRASSI 1;5530*9;YVOIR;BE;FRA;0032/81423313; ;TA469262;11/09/14;10/12/14;369152;EUR;56,9
DEV1;7/10/14 13:30;2237;KCIE DE JUNGLINSSER-SILVESSRE S;GROUP1;RAETI D ICHTIRMACH 7;LU-6114;JUNGLINSTER;LU;FRA;00352/780025; ;TA468842;10/09/14;10/10/14;368831;EUR;202,31
DEV1;7/10/14 13:30;2237;KCIE DE JUNGLINSSER-SILVESSRE S;GROUP1;RAETI D ICHTIRMACH 7;LU-6114;JUNGLINSTER;LU;FRA;00352/780025; ;TA468842;10/09/14;10/10/14;368832;EUR;440,99
DEV1;7/10/14 13:30;2237;KCIE DE JUNGLINSSER-SILVESSRE S;GROUP1;RAETI D ICHTIRMACH 7;LU-6114;JUNGLINSTER;LU;FRA;00352/780025; ;TA446402;10/09/14;10/09/14;445402;EUR;-9,46
DEV1;7/10/14 13:30;2237;KCIE DE JUNGLINSSER-SILVESSRE S;GROUP1;RAETI D ICHTIRMACH 7;LU-6114;JUNGLINSTER;LU;FRA;00352/780025; ;TA482486;22/09/14;22/10/14;371386;EUR;1198,21
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;REMB240624;28/08/14;28/08/14;H00014204;EUR;619,37
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA468688;8/09/14;8/10/14;368588;EUR;495,35
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482086;24/09/14;24/10/14;372085;EUR;1322,43
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482086;24/09/14;24/10/14;372086;EUR;93,14
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482088;24/09/14;24/10/14;372087;EUR;52,66
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482088;24/09/14;24/10/14;372088;EUR;103,96
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482446;25/09/14;25/10/14;372446;EUR;75,5
DEV1;7/10/14 13:30;2233;EKAS RANERIX NV;GROUP1;ATTIRSTRAAT 16;1770;LIEDEKERKE;BE;NED;0032/53666087; ;TA482944;26/09/14;26/10/14;372934;EUR;341,7
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA466222;21/08/14;20/09/14;365222;EUR;242,19
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA466224;21/08/14;20/09/14;365223;EUR;400,08
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA466224;21/08/14;20/09/14;365224;EUR;231,22
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA480626;17/09/14;17/10/14;370515;EUR;238,53
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA482089;24/09/14;24/10/14;372089;EUR;421,33
DEV1;7/10/14 13:30;2239;EKAS DE HANDS C. NV;GROUP1;STATIAMSSTRAAT 191;1770;LIEDEKERKE;BE;NED;0032/53666532; ;TA482090;24/09/14;24/10/14;372090;EUR;103,96
DEV1;7/10/14 13:30;2223;EKAS BILCKE BVBE;GROUP1;MICHIJSIWIK 154;1880*1;KAPELLE-OP-DEN-BOS;BE;NED;0032/15711333; ;TA482092;24/09/14;24/10/14;372091;EUR;357,67
DEV1;7/10/14 13:30;2223;EKAS BILCKE BVBE;GROUP1;MICHIJSIWIK 154;1880*1;KAPELLE-OP-DEN-BOS;BE;NED;0032/15711333; ;TA482092;24/09/14;24/10/14;372092;EUR;92,78
DEV1;7/10/14 13:30;2223;EKAS BILCKE BVBE;GROUP1;MICHIJSIWIK 154;1880*1;KAPELLE-OP-DEN-BOS;BE;NED;0032/15711333; ;TA484622;6/10/14;5/11/14;374622;EUR;511,7
DEV1;7/10/14 13:30;2275;KCIE LES ILES D'AR;GROUP1;AVIMEI TAEJ HYMAMS 101/22;1200;WOLUWE-SAINT-LAMBERT;BE;FRA;0032/27720691; ;TA442884;7/05/14;6/06/14;442773;EUR;-12,11
DEV1;7/10/14 13:30;2275;KCIE LES ILES D'AR;GROUP1;AVIMEI TAEJ HYMAMS 101/22;1200;WOLUWE-SAINT-LAMBERT;BE;FRA;0032/27720691; ;TA444986;26/06/14;26/06/14;443985;EUR;-9,66
DEV1;7/10/14 13:30;2275;KCIE LES ILES D'AR;GROUP1;AVIMEI TAEJ HYMAMS 101/22;1200;WOLUWE-SAINT-LAMBERT;BE;FRA;0032/27720691; ;TA468844;10/09/14;10/10/14;368833;EUR;168,79
DEV1;7/10/14 13:30;2275;KCIE LES ILES D'AR;GROUP1;AVIMEI TAEJ HYMAMS 101/22;1200;WOLUWE-SAINT-LAMBERT;BE;FRA;0032/27720691; ;TA468844;10/09/14;10/10/14;368834;EUR;192,12
DEV1;7/10/14 13:30;2272;BRIDER BVBE;GROUP1;TAS 26;2440;GEEL;BE;NED;0032/14588105; ;TA468846;10/09/14;10/10/14;368835;EUR;120,7
DEV1;7/10/14 13:30;2272;BRIDER BVBE;GROUP1;TAS 26;2440;GEEL;BE;NED;0032/14588105; ;TA468846;10/09/14;10/10/14;368836;EUR;239,29
DEV1;7/10/14 13:30;2272;BRIDER BVBE;GROUP1;TAS 26;2440;GEEL;BE;NED;0032/14588105; ;TA482488;22/09/14;22/10/14;371387;EUR;769,93
DEV1;7/10/14 13:30;2275;KCIE BEDAS SR.;GROUP1;CHIMIM DI TIRJIMAMT 214;4520*5;VINALMONT;BE;FRA;0032/85211869; ;TA468848;10/09/14;10/10/14;368837;EUR;127,71
DEV1;7/10/14 13:30;2277;EKAS NERCELIS J.K.;GROUP1;KESTJAAM 47;8300*2;KNOKKE-HEIST;BE;NED;0032/50611553; ;TA468848;10/09/14;10/10/14;368838;EUR;139,51
DEV1;7/10/14 13:30;2277;EKAS NERCELIS J.K.;GROUP1;KESTJAAM 47;8300*2;KNOKKE-HEIST;BE;NED;0032/50611553; ;TA482860;23/09/14;23/10/14;371750;EUR;562,21
DEV1;7/10/14 13:30;2297;EKAS VEN BEVER;GROUP1;ZIIDIK AJBIRTSTRAMD 525;8300*2;KNOKKE-HEIST;BE;NED;0032/50603944; ;TA480626;17/09/14;17/10/14;370516;EUR;224,6
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA446662;12/12/13;10/02/14;336562;EUR;406,27
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468492;30/05/14;29/07/14;358491;EUR;32,99
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA469440;13/06/14;12/08/14;359440;EUR;136,41
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA462682;4/07/14;2/09/14;361682;EUR;684,56
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464246;25/07/14;23/09/14;363235;EUR;867,21
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464826;31/07/14;29/09/14;363725;EUR;86,73
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464840;31/07/14;29/09/14;363730;EUR;952,66
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464260;8/08/14;7/10/14;364260;EUR;483,13
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464262;8/08/14;7/10/14;364261;EUR;465,72
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464468;12/08/14;11/10/14;364368;EUR;1298,51
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464442;13/08/14;12/10/14;364442;EUR;351,43
